item_name,singer,song_name,group_name,binary_role,mix_variant,mix_prob,fp_margin
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone You Loved#Falsetto_Group#0003,EN-Alto-2,Someone You Loved,Falsetto_Group,falsetto_group,non_mix,0.928638,0.528638
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Lemon Tree#Control_Group#0006,EN-Alto-2,Lemon Tree,Control_Group,control_negative,non_mix,0.928092,0.528092
English#EN-Alto-2#Breathy#Easy On Me#Breathy_Group#0004,EN-Alto-2,Easy On Me,Breathy_Group,breathy_group,non_mix,0.927876,0.527876
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Call Me Maybe#Control_Group#0000,EN-Alto-2,Call Me Maybe,Control_Group,control_negative,non_mix,0.927822,0.527822
English#EN-Alto-2#Pharyngeal#Young And Beautiful#Pharyngeal_Group#0004,EN-Alto-2,Young And Beautiful,Pharyngeal_Group,other_negative,non_mix,0.927091,0.527091
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Belong With Me#Control_Group#0002,EN-Alto-2,You Belong With Me,Control_Group,control_negative,non_mix,0.925907,0.525907
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hello#Control_Group#0010,EN-Alto-2,Hello,Control_Group,control_negative,non_mix,0.925807,0.525807
English#EN-Alto-2#Breathy#Someone Like You#Breathy_Group#0002,EN-Alto-2,Someone Like You,Breathy_Group,breathy_group,non_mix,0.925236,0.525236
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Safe and Sound#Falsetto_Group#0004,EN-Alto-2,Safe and Sound,Falsetto_Group,falsetto_group,non_mix,0.923708,0.523708
English#EN-Alto-2#Pharyngeal#Dream It Possible#Pharyngeal_Group#0004,EN-Alto-2,Dream It Possible,Pharyngeal_Group,other_negative,non_mix,0.923018,0.523018
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Five Hundred Miles#Falsetto_Group#0008,EN-Alto-2,Five Hundred Miles,Falsetto_Group,falsetto_group,non_mix,0.922283,0.522283
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Try#Control_Group#0002,EN-Alto-2,Try,Control_Group,control_negative,non_mix,0.922097,0.522097
English#EN-Alto-2#Mixed_Voice_and_Falsetto#All of Me#Control_Group#0000,EN-Alto-2,All of Me,Control_Group,control_negative,non_mix,0.922003,0.522003
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Love#Falsetto_Group#0006,EN-Alto-2,My Love,Falsetto_Group,falsetto_group,non_mix,0.92183,0.52183
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Cry on My Shoulder#Control_Group#0003,EN-Alto-2,Cry on My Shoulder,Control_Group,control_negative,non_mix,0.921131,0.521131
English#EN-Alto-2#Mixed_Voice_and_Falsetto#YOUTH#Control_Group#0004,EN-Alto-2,YOUTH,Control_Group,control_negative,non_mix,0.920989,0.520989
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Raise Me Up#Control_Group#0005,EN-Alto-2,You Raise Me Up,Control_Group,control_negative,non_mix,0.92082,0.52082
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Cry on My Shoulder#Control_Group#0005,EN-Alto-2,Cry on My Shoulder,Control_Group,control_negative,non_mix,0.920744,0.520744
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Love Story#Falsetto_Group#0004,EN-Alto-2,Love Story,Falsetto_Group,falsetto_group,non_mix,0.920388,0.520388
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Falsetto_Group#0000,EN-Alto-2,Someone Like You,Falsetto_Group,falsetto_group,non_mix,0.920042,0.520042
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Safe and Sound#Control_Group#0003,EN-Alto-2,Safe and Sound,Control_Group,control_negative,non_mix,0.91961,0.51961
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Love#Control_Group#0002,EN-Alto-2,My Love,Control_Group,control_negative,non_mix,0.918728,0.518728
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Safe and Sound#Falsetto_Group#0001,EN-Alto-2,Safe and Sound,Falsetto_Group,falsetto_group,non_mix,0.918471,0.518471
English#EN-Alto-2#Pharyngeal#You Raise Me Up#Pharyngeal_Group#0003,EN-Alto-2,You Raise Me Up,Pharyngeal_Group,other_negative,non_mix,0.917605,0.517605
English#EN-Alto-2#Pharyngeal#You Raise Me Up#Pharyngeal_Group#0007,EN-Alto-2,You Raise Me Up,Pharyngeal_Group,other_negative,non_mix,0.917485,0.517485
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Heart Will Go On#Falsetto_Group#0010,EN-Alto-2,My Heart Will Go On,Falsetto_Group,falsetto_group,non_mix,0.916832,0.516832
English#EN-Alto-2#Pharyngeal#My Love#Pharyngeal_Group#0002,EN-Alto-2,My Love,Pharyngeal_Group,other_negative,non_mix,0.915819,0.515819
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Yesterday Once More#Falsetto_Group#0005,EN-Alto-2,Yesterday Once More,Falsetto_Group,falsetto_group,non_mix,0.91426,0.51426
English#EN-Alto-2#Breathy#Someone Like You#Breathy_Group#0011,EN-Alto-2,Someone Like You,Breathy_Group,breathy_group,non_mix,0.914136,0.514136
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Control_Group#0009,EN-Alto-2,Someone Like You,Control_Group,control_negative,non_mix,0.914121,0.514121
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Yesterday Once More#Falsetto_Group#0007,EN-Alto-2,Yesterday Once More,Falsetto_Group,falsetto_group,non_mix,0.913843,0.513843
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Falsetto_Group#0010,EN-Alto-2,City Of Stars,Falsetto_Group,falsetto_group,non_mix,0.913532,0.513532
English#EN-Alto-2#Pharyngeal#Love Story#Pharyngeal_Group#0004,EN-Alto-2,Love Story,Pharyngeal_Group,other_negative,non_mix,0.913329,0.513329
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Yesterday Once More#Control_Group#0004,EN-Alto-2,Yesterday Once More,Control_Group,control_negative,non_mix,0.913254,0.513254
English#EN-Alto-2#Breathy#All of Me#Breathy_Group#0002,EN-Alto-2,All of Me,Breathy_Group,breathy_group,non_mix,0.913213,0.513213
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Heart Will Go On#Falsetto_Group#0002,EN-Alto-2,My Heart Will Go On,Falsetto_Group,falsetto_group,non_mix,0.912739,0.512739
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone You Loved#Control_Group#0004,EN-Alto-2,Someone You Loved,Control_Group,control_negative,non_mix,0.912699,0.512699
English#EN-Alto-2#Mixed_Voice_and_Falsetto#All of Me#Falsetto_Group#0006,EN-Alto-2,All of Me,Falsetto_Group,falsetto_group,non_mix,0.911197,0.511197
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Belong With Me#Control_Group#0005,EN-Alto-2,You Belong With Me,Control_Group,control_negative,non_mix,0.910463,0.510463
English#EN-Alto-2#Mixed_Voice_and_Falsetto#What Are Words#Falsetto_Group#0002,EN-Alto-2,What Are Words,Falsetto_Group,falsetto_group,non_mix,0.910323,0.510323
English#EN-Alto-2#Breathy#Easy On Me#Breathy_Group#0007,EN-Alto-2,Easy On Me,Breathy_Group,breathy_group,non_mix,0.910131,0.510131
English#EN-Alto-2#Breathy#A Thousand Years#Breathy_Group#0000,EN-Alto-2,A Thousand Years,Breathy_Group,breathy_group,non_mix,0.910083,0.510083
English#EN-Alto-2#Breathy#My Love#Breathy_Group#0008,EN-Alto-2,My Love,Breathy_Group,breathy_group,non_mix,0.909815,0.509815
English#EN-Alto-2#Breathy#Easy On Me#Breathy_Group#0001,EN-Alto-2,Easy On Me,Breathy_Group,breathy_group,non_mix,0.908813,0.508813
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Control_Group#0002,EN-Alto-2,City Of Stars,Control_Group,control_negative,non_mix,0.908421,0.508421
English#EN-Alto-2#Mixed_Voice_and_Falsetto#All of Me#Control_Group#0001,EN-Alto-2,All of Me,Control_Group,control_negative,non_mix,0.908003,0.508003
English#EN-Alto-2#Glissando#You Raise Me Up#Glissando_Group#0006,EN-Alto-2,You Raise Me Up,Glissando_Group,other_negative,non_mix,0.907812,0.507812
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Belong With Me#Control_Group#0000,EN-Alto-2,You Belong With Me,Control_Group,control_negative,non_mix,0.907428,0.507428
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Let It Go#Control_Group#0001,EN-Alto-2,Let It Go,Control_Group,control_negative,non_mix,0.907366,0.507366
English#EN-Alto-2#Mixed_Voice_and_Falsetto#All of Me#Falsetto_Group#0003,EN-Alto-2,All of Me,Falsetto_Group,falsetto_group,non_mix,0.906203,0.506203
English#EN-Alto-2#Breathy#Easy On Me#Breathy_Group#0006,EN-Alto-2,Easy On Me,Breathy_Group,breathy_group,non_mix,0.90615,0.50615
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Falsetto_Group#0012,EN-Alto-2,City Of Stars,Falsetto_Group,falsetto_group,non_mix,0.9046,0.5046
English#EN-Alto-2#Breathy#All of Me#Breathy_Group#0008,EN-Alto-2,All of Me,Breathy_Group,breathy_group,non_mix,0.90397,0.50397
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Yesterday Once More#Falsetto_Group#0006,EN-Alto-2,Yesterday Once More,Falsetto_Group,falsetto_group,non_mix,0.903157,0.503157
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Let Her Go#Falsetto_Group#0004,EN-Alto-2,Let Her Go,Falsetto_Group,falsetto_group,non_mix,0.90269,0.50269
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Love#Control_Group#0000,EN-Alto-2,My Love,Control_Group,control_negative,non_mix,0.902028,0.502028
English#EN-Alto-2#Breathy#Safe and Sound#Breathy_Group#0006,EN-Alto-2,Safe and Sound,Breathy_Group,breathy_group,non_mix,0.901642,0.501642
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Love#Falsetto_Group#0001,EN-Alto-2,My Love,Falsetto_Group,falsetto_group,non_mix,0.901466,0.501466
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Control_Group#0004,EN-Alto-1,yesterday once more,Control_Group,control_negative,non_mix,0.900927,0.500927
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Let Her Go#Falsetto_Group#0005,EN-Alto-2,Let Her Go,Falsetto_Group,falsetto_group,non_mix,0.900239,0.500239
English#EN-Alto-2#Pharyngeal#Someone Like You#Pharyngeal_Group#0006,EN-Alto-2,Someone Like You,Pharyngeal_Group,other_negative,non_mix,0.899736,0.499736
English#EN-Alto-2#Breathy#Someone Like You#Breathy_Group#0006,EN-Alto-2,Someone Like You,Breathy_Group,breathy_group,non_mix,0.899424,0.499424
English#EN-Alto-2#Pharyngeal#Safe and Sound#Pharyngeal_Group#0006,EN-Alto-2,Safe and Sound,Pharyngeal_Group,other_negative,non_mix,0.899301,0.499301
English#EN-Alto-2#Pharyngeal#All of Me#Pharyngeal_Group#0009,EN-Alto-2,All of Me,Pharyngeal_Group,other_negative,non_mix,0.899028,0.499028
English#EN-Alto-2#Breathy#All of Me#Breathy_Group#0009,EN-Alto-2,All of Me,Breathy_Group,breathy_group,non_mix,0.898753,0.498753
English#EN-Alto-2#Pharyngeal#Yesterday Once More#Pharyngeal_Group#0008,EN-Alto-2,Yesterday Once More,Pharyngeal_Group,other_negative,non_mix,0.898513,0.498513
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Let Her Go#Falsetto_Group#0001,EN-Alto-2,Let Her Go,Falsetto_Group,falsetto_group,non_mix,0.897879,0.497879
English#EN-Alto-2#Breathy#Young And Beautiful#Breathy_Group#0002,EN-Alto-2,Young And Beautiful,Breathy_Group,breathy_group,non_mix,0.897065,0.497065
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Raise Me Up#Control_Group#0004,EN-Alto-2,You Raise Me Up,Control_Group,control_negative,non_mix,0.89637,0.49637
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Safe and Sound#Falsetto_Group#0002,EN-Alto-2,Safe and Sound,Falsetto_Group,falsetto_group,non_mix,0.896104,0.496104
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Easy On Me#Control_Group#0007,EN-Alto-2,Easy On Me,Control_Group,control_negative,non_mix,0.895146,0.495146
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hello#Falsetto_Group#0002,EN-Alto-2,Hello,Falsetto_Group,falsetto_group,non_mix,0.89473,0.49473
English#EN-Alto-2#Mixed_Voice_and_Falsetto#What Are Words#Control_Group#0000,EN-Alto-2,What Are Words,Control_Group,control_negative,non_mix,0.894622,0.494622
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Dream It Possible#Control_Group#0000,EN-Alto-2,Dream It Possible,Control_Group,control_negative,non_mix,0.89431,0.49431
English#EN-Alto-2#Breathy#Dream It Possible#Breathy_Group#0005,EN-Alto-2,Dream It Possible,Breathy_Group,breathy_group,non_mix,0.893637,0.493637
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Love#Falsetto_Group#0008,EN-Alto-2,My Love,Falsetto_Group,falsetto_group,non_mix,0.893253,0.493253
English#EN-Alto-2#Pharyngeal#Yesterday Once More#Pharyngeal_Group#0005,EN-Alto-2,Yesterday Once More,Pharyngeal_Group,other_negative,non_mix,0.89303,0.49303
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Heart Will Go On#Control_Group#0011,EN-Alto-2,My Heart Will Go On,Control_Group,control_negative,non_mix,0.892306,0.492306
English#EN-Alto-2#Pharyngeal#Young And Beautiful#Pharyngeal_Group#0005,EN-Alto-2,Young And Beautiful,Pharyngeal_Group,other_negative,non_mix,0.892182,0.492182
English#EN-Alto-2#Breathy#A Thousand Years#Breathy_Group#0008,EN-Alto-2,A Thousand Years,Breathy_Group,breathy_group,non_mix,0.891396,0.491396
English#EN-Alto-1#Pharyngeal#clouds#Pharyngeal_Group#0014,EN-Alto-1,clouds,Pharyngeal_Group,other_negative,non_mix,0.890573,0.490573
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Falsetto_Group#0000,EN-Alto-2,City Of Stars,Falsetto_Group,falsetto_group,non_mix,0.890485,0.490485
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Love#Control_Group#0008,EN-Alto-2,My Love,Control_Group,control_negative,non_mix,0.890047,0.490047
English#EN-Alto-2#Mixed_Voice_and_Falsetto#God is A Girl#Control_Group#0005,EN-Alto-2,God is A Girl,Control_Group,control_negative,non_mix,0.887975,0.487975
English#EN-Alto-2#Breathy#Safe and Sound#Breathy_Group#0004,EN-Alto-2,Safe and Sound,Breathy_Group,breathy_group,non_mix,0.88769,0.48769
English#EN-Alto-2#Breathy#Young And Beautiful#Breathy_Group#0001,EN-Alto-2,Young And Beautiful,Breathy_Group,breathy_group,non_mix,0.886587,0.486587
English#EN-Alto-2#Pharyngeal#All of Me#Pharyngeal_Group#0002,EN-Alto-2,All of Me,Pharyngeal_Group,other_negative,non_mix,0.886504,0.486504
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Safe and Sound#Falsetto_Group#0003,EN-Alto-2,Safe and Sound,Falsetto_Group,falsetto_group,non_mix,0.886316,0.486316
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Try#Falsetto_Group#0005,EN-Alto-2,Try,Falsetto_Group,falsetto_group,non_mix,0.885358,0.485358
English#EN-Alto-2#Pharyngeal#All of Me#Pharyngeal_Group#0008,EN-Alto-2,All of Me,Pharyngeal_Group,other_negative,non_mix,0.883408,0.483408
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Raise Me Up#Control_Group#0003,EN-Alto-2,You Raise Me Up,Control_Group,control_negative,non_mix,0.88244,0.48244
English#EN-Alto-2#Pharyngeal#Someone Like You#Pharyngeal_Group#0007,EN-Alto-2,Someone Like You,Pharyngeal_Group,other_negative,non_mix,0.882383,0.482383
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Raise Me Up#Falsetto_Group#0002,EN-Alto-2,You Raise Me Up,Falsetto_Group,falsetto_group,non_mix,0.881248,0.481248
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Control_Group#0008,EN-Alto-2,Someone Like You,Control_Group,control_negative,non_mix,0.880867,0.480867
English#EN-Alto-2#Breathy#Yesterday Once More#Breathy_Group#0005,EN-Alto-2,Yesterday Once More,Breathy_Group,breathy_group,non_mix,0.880576,0.480576
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Five Hundred Miles#Falsetto_Group#0004,EN-Alto-2,Five Hundred Miles,Falsetto_Group,falsetto_group,non_mix,0.879831,0.479831
English#EN-Alto-2#Mixed_Voice_and_Falsetto#All of Me#Control_Group#0004,EN-Alto-2,All of Me,Control_Group,control_negative,non_mix,0.879767,0.479767
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Mixed_Voice_Group#0007,EN-Alto-2,Someone Like You,Mixed_Voice_Group,other_negative,non_mix,0.87926,0.47926
English#EN-Alto-2#Pharyngeal#You Raise Me Up#Pharyngeal_Group#0005,EN-Alto-2,You Raise Me Up,Pharyngeal_Group,other_negative,non_mix,0.877576,0.477576
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Seasons of Love#Control_Group#0003,EN-Alto-2,Seasons of Love,Control_Group,control_negative,non_mix,0.877473,0.477473
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Control_Group#0006,EN-Alto-2,City Of Stars,Control_Group,control_negative,non_mix,0.877028,0.477028
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Control_Group#0007,EN-Alto-2,Someone Like You,Control_Group,control_negative,non_mix,0.876174,0.476174
English#EN-Alto-2#Mixed_Voice_and_Falsetto#What Are Words#Control_Group#0003,EN-Alto-2,What Are Words,Control_Group,control_negative,non_mix,0.87544,0.47544
English#EN-Alto-2#Breathy#Someone You Loved#Breathy_Group#0002,EN-Alto-2,Someone You Loved,Breathy_Group,breathy_group,non_mix,0.874284,0.474284
English#EN-Alto-2#Glissando#You Raise Me Up#Glissando_Group#0005,EN-Alto-2,You Raise Me Up,Glissando_Group,other_negative,non_mix,0.872073,0.472073
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Control_Group#0003,EN-Alto-2,Someone Like You,Control_Group,control_negative,non_mix,0.87062,0.47062
English#EN-Alto-2#Pharyngeal#Someone You Loved#Pharyngeal_Group#0000,EN-Alto-2,Someone You Loved,Pharyngeal_Group,other_negative,non_mix,0.870454,0.470454
English#EN-Alto-2#Mixed_Voice_and_Falsetto#All of Me#Control_Group#0009,EN-Alto-2,All of Me,Control_Group,control_negative,non_mix,0.870407,0.470407
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Love Me Like You Do#Control_Group#0005,EN-Alto-2,Love Me Like You Do,Control_Group,control_negative,non_mix,0.869768,0.469768
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Belong With Me#Falsetto_Group#0004,EN-Alto-2,You Belong With Me,Falsetto_Group,falsetto_group,non_mix,0.869567,0.469567
English#EN-Alto-2#Pharyngeal#My Love#Pharyngeal_Group#0005,EN-Alto-2,My Love,Pharyngeal_Group,other_negative,non_mix,0.868764,0.468764
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone You Loved#Falsetto_Group#0005,EN-Alto-2,Someone You Loved,Falsetto_Group,falsetto_group,non_mix,0.868531,0.468531
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Love#Falsetto_Group#0007,EN-Alto-2,My Love,Falsetto_Group,falsetto_group,non_mix,0.868343,0.468343
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0010,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.86827,0.46827
English#EN-Alto-2#Pharyngeal#My Love#Pharyngeal_Group#0006,EN-Alto-2,My Love,Pharyngeal_Group,other_negative,non_mix,0.868223,0.468223
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Let It Go#Falsetto_Group#0003,EN-Alto-2,Let It Go,Falsetto_Group,falsetto_group,non_mix,0.867953,0.467953
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Love Me Like You Do#Control_Group#0008,EN-Alto-2,Love Me Like You Do,Control_Group,control_negative,non_mix,0.867554,0.467554
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Control_Group#0006,EN-Alto-1,seasons in the sun,Control_Group,control_negative,non_mix,0.867498,0.467498
English#EN-Alto-2#Mixed_Voice_and_Falsetto#A Thousand Years#Falsetto_Group#0008,EN-Alto-2,A Thousand Years,Falsetto_Group,falsetto_group,non_mix,0.867109,0.467109
English#EN-Alto-2#Mixed_Voice_and_Falsetto#All of Me#Control_Group#0007,EN-Alto-2,All of Me,Control_Group,control_negative,non_mix,0.867007,0.467007
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Yesterday Once More#Falsetto_Group#0008,EN-Alto-2,Yesterday Once More,Falsetto_Group,falsetto_group,non_mix,0.866572,0.466572
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Yesterday Once More#Falsetto_Group#0001,EN-Alto-2,Yesterday Once More,Falsetto_Group,falsetto_group,non_mix,0.866399,0.466399
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Love#Control_Group#0001,EN-Alto-2,My Love,Control_Group,control_negative,non_mix,0.866142,0.466142
English#EN-Alto-2#Breathy#Love Story#Breathy_Group#0002,EN-Alto-2,Love Story,Breathy_Group,breathy_group,non_mix,0.86484,0.46484
English#EN-Alto-2#Breathy#All of Me#Breathy_Group#0003,EN-Alto-2,All of Me,Breathy_Group,breathy_group,non_mix,0.864408,0.464408
English#EN-Alto-2#Pharyngeal#My Love#Pharyngeal_Group#0001,EN-Alto-2,My Love,Pharyngeal_Group,other_negative,non_mix,0.862569,0.462569
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Control_Group#0000,EN-Alto-2,Someone Like You,Control_Group,control_negative,non_mix,0.86227,0.46227
English#EN-Alto-1#Pharyngeal#love stroy#Pharyngeal_Group#0005,EN-Alto-1,love stroy,Pharyngeal_Group,other_negative,non_mix,0.860465,0.460465
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Falsetto_Group#0008,EN-Alto-2,Someone Like You,Falsetto_Group,falsetto_group,non_mix,0.859901,0.459901
English#EN-Alto-2#Mixed_Voice_and_Falsetto#This Is Me#Control_Group#0005,EN-Alto-2,This Is Me,Control_Group,control_negative,non_mix,0.859197,0.459197
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Falsetto_Group#0001,EN-Alto-2,City Of Stars,Falsetto_Group,falsetto_group,non_mix,0.859,0.459
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Lemon Tree#Falsetto_Group#0005,EN-Alto-2,Lemon Tree,Falsetto_Group,falsetto_group,non_mix,0.858453,0.458453
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Heart Will Go On#Control_Group#0001,EN-Alto-2,My Heart Will Go On,Control_Group,control_negative,non_mix,0.85797,0.45797
English#EN-Alto-2#Breathy#Dream It Possible#Breathy_Group#0004,EN-Alto-2,Dream It Possible,Breathy_Group,breathy_group,non_mix,0.857062,0.457062
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Raise Me Up#Falsetto_Group#0007,EN-Alto-2,You Raise Me Up,Falsetto_Group,falsetto_group,non_mix,0.856151,0.456151
English#EN-Alto-1#Pharyngeal#clouds#Pharyngeal_Group#0016,EN-Alto-1,clouds,Pharyngeal_Group,other_negative,non_mix,0.855325,0.455325
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Love Me Like You Do#Falsetto_Group#0009,EN-Alto-2,Love Me Like You Do,Falsetto_Group,falsetto_group,non_mix,0.854957,0.454957
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0021,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.854523,0.454523
English#EN-Alto-1#Pharyngeal#clouds#Pharyngeal_Group#0017,EN-Alto-1,clouds,Pharyngeal_Group,other_negative,non_mix,0.853384,0.453384
English#EN-Alto-1#Mixed_Voice_and_Falsetto#my love#Control_Group#0007,EN-Alto-1,my love,Control_Group,control_negative,non_mix,0.852608,0.452608
English#EN-Alto-1#Pharyngeal#clouds#Pharyngeal_Group#0006,EN-Alto-1,clouds,Pharyngeal_Group,other_negative,non_mix,0.851554,0.451554
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Falsetto_Group#0011,EN-Alto-2,City Of Stars,Falsetto_Group,falsetto_group,non_mix,0.850013,0.450013
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Heart Will Go On#Falsetto_Group#0004,EN-Alto-2,My Heart Will Go On,Falsetto_Group,falsetto_group,non_mix,0.849928,0.449928
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0001,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.84988,0.44988
English#EN-Alto-2#Breathy#All of Me#Breathy_Group#0006,EN-Alto-2,All of Me,Breathy_Group,breathy_group,non_mix,0.849511,0.449511
English#EN-Alto-1#Mixed_Voice_and_Falsetto#how does a moment last forever#Control_Group#0011,EN-Alto-1,how does a moment last forever,Control_Group,control_negative,non_mix,0.846633,0.446633
English#EN-Alto-2#Pharyngeal#Dream It Possible#Pharyngeal_Group#0001,EN-Alto-2,Dream It Possible,Pharyngeal_Group,other_negative,non_mix,0.845639,0.445639
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Young And Beautiful#Falsetto_Group#0000,EN-Alto-2,Young And Beautiful,Falsetto_Group,falsetto_group,non_mix,0.843396,0.443396
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Yesterday Once More#Control_Group#0003,EN-Alto-2,Yesterday Once More,Control_Group,control_negative,non_mix,0.842328,0.442328
English#EN-Alto-1#Mixed_Voice_and_Falsetto#my love#Control_Group#0004,EN-Alto-1,my love,Control_Group,control_negative,non_mix,0.84043,0.44043
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Raise Me Up#Falsetto_Group#0004,EN-Alto-2,You Raise Me Up,Falsetto_Group,falsetto_group,non_mix,0.840093,0.440093
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Falsetto_Group#0007,EN-Alto-2,Someone Like You,Falsetto_Group,falsetto_group,non_mix,0.837789,0.437789
English#EN-Alto-1#Pharyngeal#love stroy#Pharyngeal_Group#0000,EN-Alto-1,love stroy,Pharyngeal_Group,other_negative,non_mix,0.83719,0.43719
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Control_Group#0017,EN-Alto-1,yesterday once more,Control_Group,control_negative,non_mix,0.835581,0.435581
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Heart Will Go On#Falsetto_Group#0009,EN-Alto-2,My Heart Will Go On,Falsetto_Group,falsetto_group,non_mix,0.834858,0.434858
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Let It Go#Falsetto_Group#0002,EN-Alto-2,Let It Go,Falsetto_Group,falsetto_group,non_mix,0.833614,0.433614
English#EN-Alto-2#Mixed_Voice_and_Falsetto#The Show#Falsetto_Group#0004,EN-Alto-2,The Show,Falsetto_Group,falsetto_group,non_mix,0.83299,0.43299
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Heart Will Go On#Falsetto_Group#0005,EN-Alto-2,My Heart Will Go On,Falsetto_Group,falsetto_group,non_mix,0.832806,0.432806
English#EN-Alto-1#Mixed_Voice_and_Falsetto#all is found#Control_Group#0004,EN-Alto-1,all is found,Control_Group,control_negative,non_mix,0.832325,0.432325
